,line,__fileposition__
1206,"LOS ANGELES,CA,40,20010608",29822
1207,"SIOUX FALLS,SD,17,20240731",29849
1208,"KINGSTON,,3,20230621",29876
1209,"CANTONMENT,FL,37,20010930",29897
1210,"GRAND CANYON,AZ,36,20010702",29923
1211,"CUMMING,GA,17,20240815",29951
1212,"ALLIANCE,OH,32,20090602",29974
1213,"LA GRANGE,NC,40,20010512",29998
1214,"MIAMI,FL,24,20011018",30023
1215,"THORNTON,CO,15,20101224",30044
1216,"HOUSTON,TX,17,20241031",30068
1217,"LYNN,MA,35,19960928",30091
1218,"BRYAN,TX,62,19790511",30111
1219,"GRAND JUNCTION,CO,30,20011113",30132
1220,"KINGSTON,,7,20230621",30162
1221,"IRVINGTON,NJ,25,20020623",30183
1222,"ORLANDO,FL,57,19820710",30208
1223,"TOA ALTA,PR,30,19990707",30231
1224,"SEATTLE,WA,51,19900424",30255
1225,"DETROIT,MI,43,19991001",30278
1226,"THORNTON,CO,18,20101224",30301
1227,"GREENVILLE,TX,38,20010501",30325
1228,"TOLLESON,AZ,17,20220329",30351
1229,"ENID,OK,18,20241004",30375
1230,"SPRING,TX,20,20200102",30395
1231,"BRONX,NY,16,20241212",30417
1232,"LEXINGTON,KY,42,19971026",30438
1233,"RICHMOND,MO,42,19970620",30463
1234,"SHAWNEE,KS,43,19980427",30487
1235,"WILMINGTON,DE,43,19981218",30510
1236,"GERMANTOWN,KY,44,19971021",30536
1237,"SPRING,TX,39,19971219",30562
1238,"POST FALLS,ID,16,20241210",30584
1239,"PUNTA GORDA,FL,30,19990130",30610
1240,"FORT MCCOY,FL,42,19980507",30637
1241,"HIALEAH,FL,46,19960815",30663
1242,"TACOMA,WA,55,19821031",30686
1243,"TUSKEGEE,AL,40,19981206",30708
1244,"HARTFORD,CT,31,19971024",30732
1245,"REDDING,CA,43,19980822",30756
1246,"DAYTON,OH,35,19990207",30779
1247,"LONG BEACH,CA,41,19990722",30801
1248,"OKLAHOMA CITY,OK,37,19971218",30827
1249,"OCEAN SHORES,WA,57,19740615",30856
1250,"MARSHALL,TX,41,19990813",30884
1251,"SANTA ROSA,CA,54,19890204",30908
1252,"MARATHON,FL,66,19740903",30934
1253,"LAFAYETTE,IN,17,20241209",30958
1254,"LYMAN,SC,17,20240928",30983
1255,"SPOONER,WI,44,19960403",31004
1256,"COLUMBUS,OH,40,19990702",31027
1257,"SPRINGFIELD,MA,16,20241216",31051
1258,"OPP,AL,44,19970815",31078
1259,"EUREKA,CA,44,19971125",31097
1260,"ROWLAND HEIGHTS,CA,46,19960507",31119
1261,"STURGIS,MI,33,19970916",31150
1262,"WARMINSTER,PA,17,20241120",31173
1263,"NASHVILLE,TN,17,20241025",31199
1264,"ALBUQUERQUE,NM,54,19810822",31224
1265,"CINCINNATI,OH,14,20240919",31251
1266,"KAILUA-KONA,HI,8,20211225",31277
1267,"MEMPHIS,TN,17,20241206",31303
1268,"CAPE GIRARDEAU,MO,62,19650613",31326
1269,"HOMEWOOD,IL,66,19740307",31356
1270,"UNION,MO,44,19951226",31380
1271,"LANCASTER,CA,15,20240923",31401
1272,"LITTLESTOWN,PA,64,19750708",31426
1273,"RENO,NV,49,19870628",31453
1274,"TROUP,TX,43,19950808",31473
1275,"SOUTH BEND,IN,55,19870311",31494
1276,"KENNEWICK,WA,27,20030204",31520
1277,"KANSAS CITY,MO,40,19870107",31545
1278,"SAN ANTONIO,TX,44,19940613",31572
1279,"COLUMBIA,MO,44,19941019",31599
1280,"BEAUMONT,CA,17,20241004",31623
1281,"VASSAR,MI,17,20241103",31647
1282,"MEMPHIS,TN,0,20241206",31669
1283,"MIAMI SHORES,FL,65,19730727",31691
1284,"GOLETA,CA,15,20241122",31719
1285,"TROUP,TX,45,19950808",31741
1286,"CLIFTON HEIGHTS,PA,64,19770712",31762
1287,"SAN FRANCISCO,CA,58,19840310",31793
1288,"ALMA,MI,16,20241211",31822
1289,"PINE CITY,MN,37,19890407",31842
1290,"HONEYDEW,CA,49,19771210",31867
1291,"ROCHESTER,NH,42,19861009",31891
1292,"ALBUQUERQUE,NM,57,19790922",31916
1293,"NORTH LAKE TAHOE,CA,61,19650612",31943
1294,"SHAWNEE COUNTY,KS,49,19810912",31975
1295,"IRVINE,CA,18,20191122",32005
1296,"PORT SAINT LUCIE,FL,41,19850716",32027
1297,"CONCORD,WI,68,19740605",32059
1298,"OMAHA,NE,43,20010613",32082
1299,"SANTA ISABEL,PR,37,19920502",32103
1300,"COLLEGE PLACE,WA,16,20241016",32131
1301,"MOUNT JULIET,TN,14,20241209",32160
1302,"UTICA,NY,38,20040306",32188
1303,"ALLENTOWN,PA,48,19840607",32209
1304,"JACKSON,TN,35,20010304",32234
1305,"CHARLOTTE,NC,17,20240619",32257
1306,"MCLEAN,VA,14,20110210",32282
1307,"PORT SAINT LUCIE,FL,46,19850716",32304
1308,"HONEYDEW,CA,50,19771210",32336
1309,"ROCHESTER,NH,40,19861009",32360
1310,"ALBUQUERQUE,NM,55,19790922",32385
1311,"BREMERTON,WA,38,20060105",32412
1312,"ELYRIA,OH,58,19810501",32437
1313,"PORT SAINT LUCIE,FL,50,19850716",32459
1314,"PHILADELPHIA,PA,31,19950925",32491
1315,"PLEASANTVILLE,NY,15,20241122",32519
1316,"COVINGTON,KY,15,20240730",32548
1317,"SALT LAKE CITY,UT,57,19840709",32573
1318,"ORANGEBURG,SC,40,19870403",32603
1319,"PHOENIX,AZ,17,20240701",32629
1320,"MENLO PARK,CA,46,19830203",32652
1321,"PALM BEACH GARDENS,FL,36,19940108",32678
1322,"GAITHERSBURG,MD,12,20140907",32712
1323,"SANTA ANA,CA,23,20051004",32740
1324,"LAVEEN,AZ,1,20241118",32765
1325,"CLEVELAND,OH,16,20241211",32786
1326,"PLANO,TX,18,20080228",32811
1327,"INDEPENDENCE,KY,62,19800816",32832
1328,"SEARCY,AR,50,19940930",32860
1329,"LOCKHART,TX,40,19931226",32882
1330,"PORTLAND,OR,24,20010404",32906
1331,"GREENSBORO,NC,17,20241119",32930
1332,"HIALEAH GARDENS,FL,17,20160530",32956
1333,"YORKTON,,25,20160412",32987
1334,"LYNN,MA,18,20100103",33008
1335,"VANCOUVER,WA,69,19711207",33028
1336,"CHICAGO,IL,8,20240922",33053
1337,"BILOXI,MS,9,20230511",33075
1338,"COMPTON,CA,3,20241118",33096
1339,"CLOVIS,CA,14,20241210",33118
1340,"CENTREVILLE,MS,36,19920510",33140
1341,"MURFREESBORO,TN,42,19991019",33167
1342,"GAITHERSBURG,MD,14,20140907",33195
1343,"WORCESTER,MA,16,20241209",33223
1344,"LAVEEN,AZ,3,20241118",33248
1345,"TEMPE,AZ,15,20091227",33269
1346,"PAULS VALLEY,OK,22,20191028",33290
1347,"WICHITA,KS,15,20241204",33318
1348,"SAINT GEORGE,UT,40,20020318",33341
1349,"PORTLAND,OR,25,20010404",33369
1350,"LYNN,MA,16,20100103",33393
1351,"CHICAGO,IL,16,20240922",33413
1352,"GLASSELL,CA,29,20070728",33436
1353,"OAKHURST,CA,19,20060201",33460
1354,"WOODLAND HILLS,CA,18,20240927",33484
1355,"GIBSONTON,FL,15,20241120",33514
1356,"RAY CITY,GA,17,20241020",33539
1357,"TUCSON,AZ,17,20240715",33563
1358,"QUEEN CREEK,AZ,17,20241110",33585
1359,"OGDEN,UT,14,20241205",33612
1360,"COLUMBUS,GA,16,20241115",33633
1361,"OAKLAND,CA,11,20160201",33657
1362,"DAVIE,FL,15,20240107",33680
1363,"BESSEMER,AL,15,20241107",33701
1364,"CLEVELAND,OH,16,20241105",33725
1365,"LAKEWOOD,CO,15,20241130",33750
1366,"ODENVILLE,AL,19,20241130",33774
1367,"CLEVELAND,OH,15,20121113",33799
1368,"JACKSONVILLE,FL,17,20230813",33824
1369,"MIAMI BEACH,FL,17,20241106",33852
1370,"EDMOND,OK,16,20241204",33879
1371,"BRAINTREE,MA,15,20241129",33901
1372,"COLUMBUS,IN,17,20241204",33926
1373,"TETERBORO,NJ,17,20241111",33950
1374,"SACRAMENTO,CA,17,20241028",33975
1375,"BALL GROUND,GA,17,20241118",34001
1376,"GARDEN GROVE,CA,17,20241117",34028
1377,"ANDERSON,IN,18,20240925",34056
1378,"OKLAHOMA CITY,OK,5,20221022",34080
1379,"HAZLETON,PA,15,20240705",34108
1380,"CHICAGO,IL,12,20241114",34132
1381,"MISHAWAKA,IN,16,20240921",34155
1382,"BALTIMORE,MD,17,20241101",34180
1383,"FORT LAUDERDALE,FL,16,20241101",34205
1384,"KNOXVILLE,TN,17,20241011",34236
1385,"BISMARCK,ND,15,20241121",34261
1386,"LA CROSSE,WI,16,20241205",34285
1387,"CLEVELAND,OH,18,20241126",34310
1388,"NASHVILLE,TN,17,20241104",34335
1389,"LAKE CHARLES,LA,7,20241118",34360
1390,"OMAHA,NE,16,20241127",34387
1391,"DAYTON,OH,17,20241129",34408
1392,"LAKE CHARLES,LA,5,20241118",34430
1393,"HOUSTON,TX,16,20241116",34457
1394,"EL PASO,TX,14,20240607",34480
1395,"COLORADO SPRINGS,CO,16,20241115",34503
1396,"NASHVILLE,TN,17,20241201",34535
1397,"SYLMAR,CA,17,20241116",34560
1398,"EUSTIS,FL,17,20241130",34582
1399,"WASHINGTON,DC,18,20240512",34604
1400,"MUNCIE,IN,18,20241109",34630
1401,"GLENDALE,AZ,18,20221214",34652
1402,"LOUISVILLE,KY,17,20241119",34676
1403,"SPRINGFIELD,MA,15,20241115",34702
1404,"BEAUMONT,TX,13,20241130",34729
1405,"QUINCY,IL,17,20230909",34753
1406,"ORLANDO,FL,17,20241107",34775
1407,"CHINO HILLS,CA,16,20240920",34798
1408,"MEMPHIS,TN,17,20210705",34825
1409,"COLUMBIA,SC,14,20111129",34848
1410,"JACKSON,TN,18,20241116",34872
1411,"CHARLESTON,SC,16,20240704",34895
1412,"FONTANA,CA,15,20240517",34921
1413,"NEW YORK,NY,16,20241119",34944
1414,"WINSTON SALEM,NC,17,20240709",34968
1415,"ORLANDO,FL,17,20241010",34997
1416,"MILWAUKEE,WI,17,20241114",35020
1417,"ORANGEVALE,CA,15,20240920",35045
1418,"TALLAHASSEE,FL,34,20060101",35071
1419,"RIVERSIDE,CA,16,20240921",35098
1420,"NEW YORK,NY,15,20240926",35123
1421,"CONROE,TX,17,20241021",35147
1422,"NITRO,WV,16,20240522",35169
1423,"GROVE CITY,OH,16,20240920",35190
1424,"ANTIOCH,TN,17,20241113",35216
1425,"BARRE,VT,16,20241122",35239
1426,"GROVEPORT,OH,15,20241108",35260
1427,"HAMPTON,VA,17,20241113",35285
1428,"GUYTON,GA,6,20240206",35308
1429,"NORTH CHARLESTON,SC,16,20240927",35329
1430,"GUYTON,GA,8,20240206",35361
1431,"MIAMI,FL,17,20241106",35382
1432,"GUYTON,GA,6,20240206",35403
1433,"SAN ANTONIO,TX,17,20241104",35424
1434,"TAMPA,FL,16,20241102",35451
1435,"THOMSON,GA,17,20240823",35472
1436,"ANDERSON,IN,17,20241021",35495
1437,"COLUMBUS,OH,16,20241005",35519
1438,"LONG BEACH,CA,14,20241009",35543
1439,"TUCSON,AZ,15,20241114",35569
1440,"LAKE CITY,SC,17,20241104",35591
1441,"ST. LOUIS,MO,17,20240728",35616
1442,"GUYTON,GA,15,20240206",35641
1443,"HEMET,CA,18,20211217",35663
1444,"CINCINNATI,OH,15,20230225",35684
1445,"OXNARD,CA,14,20241020",35710
1446,"DETROIT,MI,14,20240811",35732
1447,"KANSAS,OK,16,20241014",35755
1448,"ABBEVILLE,LA,16,20241108",35777
1449,"CLEVELAND,OH,16,20241104",35802
1450,"LAS VEGAS,NV,12,20241011",35827
1451,"LOS ANGELES,CA,15,20240909",35852
1452,"PHOENIX,AZ,17,20241113",35879
1453,"KLAMATH FALLS,OR,43,19980501",35902
1454,"FRESNO,CA,17,20241021",35931
1455,"CLEVELAND,OH,17,20241106",35953
1456,"MANSFIELD,OH,17,20240226",35978
1457,"LANCASTER,CA,15,20241008",36003
1458,"NORTH HOLLYWOOD,CA,15,20241012",36028
1459,"BIRMINGHAM,AL,15,20240925",36059
1460,"WENATCHEE,WA,16,20241110",36085
1461,"TUCSON,AZ,36,19960111",36110
1462,"GALESBURG,IL,18,20241109",36132
1463,"CANTON,GA,17,20241031",36157
1464,"I AKGAK,MP,23,20110525",36179
1465,"PROSPECT,OR,61,19780622",36202
1466,"BLUEMONT,VA,16,20241102",36226
1467,"SALEM,OR,17,20241110",36250
1468,"I AKGAK,MP,24,20110525",36271
1469,"BIG CREEK,KY,16,20241102",36294
1470,"VISALIA,CA,15,20241101",36319
1471,"LOS ANGELES,CA,17,20241024",36342
1472,"LILBURN,GA,15,20240920",36369
1473,"ROYAL PALM BEACH,FL,13,20241030",36392
1474,"PALO CEDRO,CA,14,20241110",36424
1475,"LEXINGTON,KY,17,20240920",36450
1476,"VAN NUYS,CA,16,20241016",36475
1477,"KNOXVILLE,TN,17,20241011",36499
1478,"FORT SMITH,AR,63,19781001",36524
1479,"DENVER,CO,16,20241106",36550
1480,"FLUSHING,NY,17,20241027",36572
1481,"HAMMOND,IN,17,20240924",36596
1482,"MEMPHIS,TN,17,20241012",36619
1483,"SHREVEPORT,LA,17,20241019",36642
1484,"OGDEN,UT,17,20240411",36668
1485,"CLARKSVILLE,TN,17,20240618",36689
1486,"SAN ANTONIO,TX,17,20241022",36716
1487,"HOLTVILLE,CA,51,19890922",36743
1488,"BELLEVILLE,WV,18,20241030",36768
1489,"SPRINGFIELD,MO,15,20241104",36794
1490,"CHESTER,PA,16,20241003",36821
1491,"MCDONOUGH,GA,17,20241030",36844
1492,"JACKSON,GA,17,20241031",36869
1493,"RANCHO CUCAMONGA,CA,17,20241031",36892
1494,"NASHVILLE,TN,14,20240522",36924
1495,"ANNANDALE,VA,4,20240602",36949
1496,"LATTA,SC,16,20241028",36973
1497,"EDISON,NJ,15,20241030",36994
1498,"YORBA LINDA,CA,18,20220812",37016
1499,"LEXINGTON,KY,16,20241015",37043
1500,"LUTZ,FL,5,20240826",37068
1501,"MODESTO,CA,33,20070108",37087
1502,"MATTHEWS,NC,15,20241028",37110
1503,"PASADENA,CA,14,20241021",37134
1504,"LONG BEACH,CA,14,20240527",37158
1505,"STELLA,MO,17,20241014",37184
1506,"LOS ANGELES,CA,16,20241018",37206
1507,"INDIANAPOLIS,IN,17,20241011",37233
1508,"LAS VEGAS,NV,17,20241005",37261
1509,"SAND SPRINGS,OK,16,20241007",37286
1510,"OLYMPIA,WA,17,20240911",37314
1511,"MOULTRIE,GA,30,20080917",37337
1512,"CHATTANOOGA,TN,16,20240926",37361
1513,"CHICAGO,IL,15,20241020",37388
1514,"KANSAS CITY,MO,18,20240921",37411
1515,"WORCESTER,MA,17,20240614",37438
1516,"PHILADELPHIA,PA,14,20240928",37463
1517,"SAN DIEGO,CA,3,20230809",37491
1518,"LOS ANGELES,CA,18,20240603",37515
1519,"MURFREESBORO,TN,17,20241021",37542
1520,"LIBERTY,KY,18,20211106",37570
1521,"OAKLAND,CA,25,20190503",37593
1522,"NEW SWEDEN,ME,14,20240923",37616
1523,"STATHAM,GA,16,20241008",37642
1524,"FLORENCE,SC,17,20240829",37665
1525,"COLUMBUS,OH,19,20231218",37689
1526,"DAYTON,OH,17,20240917",37713
1527,"POMONA,CA,18,20240812",37735
1528,"LOS ANGELES,CA,17,20240518",37757
1529,"PARKER,CO,17,20241019",37784
1530,"SAINT JOSEPH,MO,17,20241006",37806
1531,"ANN ARBOR,MI,69,19700119",37834
1532,"CULLMAN,AL,18,20241016",37859
1533,"CLINTON,MO,17,20241009",37882
1534,"LILBURN,GA,16,20240204",37905
1535,"TULSA,OK,17,20241016",37928
1536,"PORTSMOUTH,VA,16,20240810",37949
1537,"CENTRALIA,IL,18,20240925",37975
1538,"VIEW PARK,CA,17,20241010",38000
1539,"CHICAGO,IL,51,19800108",38025
1540,"MESA,AZ,16,20240817",38048
1541,"NORTH CHARLESTON,SC,17,20241010",38068
1542,"CONWAY,SC,16,20240929",38100
1543,"ERIE,PA,15,20240727",38122
1544,"ROCK HILL,SC,16,20240930",38142
1545,"FRAMINGHAM,MA,16,20240621",38167
1546,"FORT WORTH,TX,15,20240601",38193
1547,"LAVEEN,AZ,17,20241015",38219
1548,"PINELLAS PARK,FL,14,20241004",38241
1549,"LOS ANGELES,CA,17,20240430",38270
1550,"WASHINGTON,DC,16,20240417",38297
1551,"FRESNO,CA,17,20241005",38323
1552,"SAN ANTONIO,TX,15,20150917",38345
1553,"PENSACOLA,FL,16,20241016",38372
1554,"INDIANAPOLIS,IN,17,20240929",38397
1555,"LAFAYETTE,CA,16,20240531",38425
1556,"STAPLETON,AL,16,20240913",38450
1557,"ORANGEVALE,CA,17,20240905",38475
1558,"SMOAKS,SC,18,20220927",38501
1559,"PORTERVILLE,CA,15,20240918",38523
1560,"MICHIGAN CITY,IN,16,20240910",38550
1561,"DENVER,CO,37,19890612",38579
1562,"GRANGEVILLE,ID,45,19820831",38601
1563,"PORTERVILLE,CA,16,20240918",38628
1564,"SMOAKS,SC,3,20220927",38655
1565,"MANNING,SC,17,20241005",38676
1566,"NAPLES,FL,16,20240925",38699
1567,"MT. HEALTHY,OH,16,20241010",38721
1568,"ORLANDO,FL,16,20240831",38748
1569,"SAN PEDRO,CA,15,20240912",38771
1570,"ORANGE,CA,17,20240922",38796
1571,"LOS ANGELES,CA,15,20240813",38818
1572,"BENICIA,CA,15,20240927",38845
1573,"JACKSONVILLE,NC,17,20240817",38868
1574,"WOODLAND HILLS,CA,14,20220714",38896
1575,"RIALTO,CA,16,20230520",38926
1576,"PHILADELPHIA,PA,17,20240417",38948
1577,"LOMPOC,CA,1,20240713",38976
1578,"SANTA MARIA,CA,17,20231027",38997
1579,"LOMPOC,CA,17,20240713",39024
1580,"WILLIAMSPORT,OH,16,20241008",39046
1581,"VISALIA,CA,16,20240904",39074
1582,"LOS ANGELES,CA,17,20240909",39097
1583,"DUFFIELD,VA,17,20240926",39124
1584,"EUNICE,LA,17,20240922",39148
1585,"1TULARE,CA,16,20241005",39170
1586,"MONCKS CORNER,SC,48,19881004",39193
1587,"YOUNGSTOWN,OH,15,20240812",39222
1588,"LOUISVILLE,KY,13,20240911",39248
1589,"TOLEDO,OH,12,20240915",39274
1590,"GREAT FALLS,MT,16,20240928",39296
1591,"CLEVELAND,OH,19,20240810",39323
1592,"PLACENTIA,CA,13,20240118",39348
1593,"CLEVELAND,TX,15,20240906",39373
1594,"HILLSBORO,OR,14,20240828",39398
1595,"ELKHART,IN,17,20240412",39423
1596,"CLEVELAND,OH,17,20240921",39446
1597,"ATHENS,AL,15,20240912",39471
1598,"ORLANDO,FL,16,20240903",39493
1599,"YAKIMA,WA,17,20240925",39516
1600,"NORTH CHARLESTON,SC,17,20240922",39538
1601,"DIX HILLS,NY,16,20240920",39570
1602,"MESA,AZ,16,20240912",39595
1603,"BENSALEM,PA,15,20240818",39615
1604,"YORK,PA,16,20240916",39639
1605,"DAYTON,TN,17,20240920",39659
1606,"SUMMERVILLE,SC,17,20240915",39681
1607,"MIDDLE RIVER,MD,16,20240817",39708
1608,"AMBLER,PA,17,20221203",39736
1609,"MILWAUKEE,WI,14,20240902",39758
1610,"MEMPHIS,TN,16,20240916",39783
1611,"FRENCH CAMP,CA,18,20240425",39806
1612,"CENTRALIA,IL,17,20240829",39833
1613,"MESA,AZ,16,20240904",39858
1614,"PARKERSBURG,WV,15,20230912",39878
1615,"SAN CLEMENTE,CA,17,20240907",39905
1616,"GARY,IN,13,20240811",39933
1617,"TEMPE,AZ,17,20240905",39953
1618,"BELLEVUE,NE,15,20240804",39974
1619,"GADSDEN,AL,16,20240915",39998
1620,"NEVADA,MO,17,20240915",40021
1621,"CINCINNATI,OH,17,20240726",40043
1622,"MORENO VALLEY,CA,16,20230901",40069
1623,"OMAHA,NE,16,20240901",40098
1624,"DECATUR,TN,18,20240821",40119
1625,"FAIRFIELD,CA,18,20240419",40142
1626,"GOLDSBORO,NC,16,20240908",40167
1627,"SACRAMENTO,CA,15,20240821",40192
1628,"OKLAHOMA CITY,OK,15,20240911",40218
1629,"ELGIN,TX,16,20240702",40247
1630,"HARTFORD,CT,17,20240828",40268
1631,"COLORADO SPRINGS,CO,17,20240824",40292
1632,"CLEVELAND,OH,15,20240808",40324
1633,"CLEVELAND,OH,16,20240723",40349
1634,"LA MIRADA,CA,16,20240107",40374
1635,"GREENEVILLE,TN,17,20220413",40399
1636,"SPOKANE VALLEY,WA,17,20240728",40426
1637,"TYLER,TX,38,20070115",40456
1638,"MALAGA,WA,16,20240901",40477
1639,"KANSAS,OK,15,20240811",40499
1640,"CHICAGO,IL,13,20240829",40521
1641,"HAZEL PARK,MI,46,19810831",40544
1642,"LISLE,IL,17,20240618",40570
1643,"SATSUMA,FL,21,20090210",40591
1644,"LAVEEN,AZ,16,20240205",40614
1645,"GHENT,,41,20020125",40636
1646,"GROVE CITY,OH,17,20240826",40655
1647,"JONESBORO,GA,18,20230529",40681
1648,"LYNNWOOD,WA,53,19910509",40706
1649,"RUSTON,LA,17,20240829",40730
1650,"ATLANTA,GA,15,20240808",40752
1651,"SAN BERNARDINO,CA,15,20240619",40775
1652,"ALBANY,NY,16,20240817",40805
1653,"RACINE,WI,17,20240610",40827
1654,"SAN FRANCISCO,CA,70,19720806",40849
1655,"PORTLAND,OR,16,20240605",40878
1656,"HOLLYWOOD,CA,33,19911206",40902
1657,"CLEVELAND,OH,17,20240820",40927
1658,"MAYAGÜEZ,PR,17,20240123",40952
1659,"FULSHEAR,TX,11,20230606",40977
1660,"MIAMI GARDENS,FL,14,20240821",41001
1661,"ALBUQUERQUE,NM,14,20240714",41030
1662,"YOUNGSTOWN,OH,17,20240820",41057
1663,"NEW HAVEN,CT,12,20240731",41083
1664,"MATTAPAN,MA,16,20240515",41108
1665,"CHESTER,PA,15,20240807",41132
1666,"LAVEEN,AZ,16,20240817",41155
1667,"VAN NUYS,CA,13,20231225",41177
1668,"VAN NUYS,CA,17,20231225",41201
1669,"MESA,AZ,14,20240815",41225
1670,"HOUSTON,TX,16,20240818",41245
1671,"CLAYTON,NC,15,20240817",41268
1672,"CLEVELAND,OH,16,20240813",41291
1673,"DALLAS,TX,15,20240607",41316
1674,"PHOENIX,AZ,15,20240728",41338
1675,"SOUTH BEND,IN,15,20230601",41361
1676,"LANCASTER,CA,17,20230905",41387
1677,"CHICAGO,IL,17,20240806",41412
1678,"LAS VEGAS,NV,17,20240813",41435
1679,"MEMPHIS,TN,16,20240729",41460
1680,"CLIO,MI,15,20240808",41483
1681,"LORETTO,KY,18,20240727",41503
1682,"CHICAGO,IL,20,20240726",41526
1683,"MESA,AZ,17,20240802",41549
1684,"HANFORD,CA,22,20190101",41569
1685,"HURRICANE,WV,17,20240625",41592
1686,"TAMARAC,FL,17,20240803",41617
1687,"HARLINGEN,TX,15,20240801",41640
1688,"LUMBERTON,NC,14,20240806",41665
1689,"FLORISSANT,MO,16,20240806",41690
1690,"DAYTON,OH,17,20230801",41716
1691,"FREDERICKTOWN,OH,16,20240713",41738
1692,"HEMET,CA,17,20221210",41767
1693,"FRAMINGHAM,MA,22,20190222",41788
1694,"OMAHA,NE,18,20240726",41814
1695,"FAYETTEVILLE,NC,17,20220324",41835
1696,"MISSION HILLS,CA,16,20240621",41863
1697,"RIO RANCHO,NM,13,20230625",41892
1698,"TALBOTT,TN,17,20240728",41918
1699,"LOS ANGELES,CA,15,20240628",41941
1700,"EWA BEACH,HI,14,20240731",41968
1701,"THOMASTON,GA,17,20240618",41993
1702,"MUNCIE,IN,17,20240803",42018
1703,"MEMPHIS,TN,17,20240426",42040
1704,"SCHOFIELD BARRACKS,HI,20,20240731",42063
1705,"MAPLE VALLEY,WA,20,20170728",42097
1706,"WAIANAE,HI,17,20240725",42125
1707,"PLAINFIELD,IL,19,20230930",42148
1708,"WORCESTER,MA,17,20240711",42174
1709,"LOS ANGELES,CA,10,20240707",42199
1710,"LOS ANGELES,CA,4,20240707",42226
1711,"SPRINGFIELD,MA,16,20231223",42252
1712,"PHOENIX,AZ,15,20240319",42279
1713,"ERIE,PA,58,19830221",42302
1714,"LOS ANGELES,CA,7,20240707",42322
1715,"FORT WORTH,TX,17,20240730",42348
1716,"CINCINNATI,OH,17,20240727",42374
1717,"COFFEE SPRINGS,AL,16,20240611",42400
1718,"MILLERSVILLE,TN,14,20110501",42430
1719,"PHOENIX,AZ,62,19820226",42458
1720,"SANTA ANA,CA,52,19790409",42481
1721,"UNIVERSAL CITY,TX,17,20240705",42506
1722,"ROCKLEDGE,FL,17,20240525",42536
1723,"DENVER,CO,15,20240528",42561
1724,"FRUITLAND,ID,8,20210727",42583
1725,"MEMPHIS,TN,15,20231111",42607
1726,"FLORENCE,SC,16,20240608",42630
1727,"LOS ANGELES,CA,15,20240714",42654
1728,"WAIANAE,HI,17,20240707",42681
1729,"COFFEE SPRINGS,AL,16,20240719",42704
1730,"TIGARD,OR,17,20240710",42734
1731,"CINCINNATI,OH,15,20240714",42756
1732,"MIAMI GARDENS,FL,17,20240716",42782
1733,"RAPID CITY,SD,17,20240711",42811
1734,"INDIANAPOLIS,IN,17,20240715",42837
1735,"STOCKTON,CA,3,20220126",42865
1736,"TUSLA,OK,16,20240711",42888
1737,"LOCKPORT,NY,17,20240715",42909
1738,"LEWISBURG,TN,17,20240711",42933
1739,"WICHITA,KS,18,20240714",42958
1740,"CHICAGO,IL,43,19830625",42981
1741,"FORT LAUDERDALE,FL,15,20231211",43004
1742,"HIRAM,GA,16,20240511",43035
1743,"AUBURN,AL,17,20240628",43056
1744,"BLOOMSDALE,MO,16,20240706",43078
1745,"OKLAHOMA CITY,OK,16,20240627",43104
1746,"PASADENA,CA,16,20240315",43133
1747,"ERIE,PA,17,20240709",43157
1748,"BALTIMORE,MD,15,20240205",43177
1749,"THOUSAND PALMS,CA,36,20030608",43202
1750,"ORANGE,CA,16,20240621",43232
1751,"LAS VEGAS,NV,17,20240506",43254
1752,"HONOLULU,HI,12,20221012",43279
1753,"TULSA,OK,35,20041229",43303
1754,"ROY,UT,17,20240627",43324
1755,"VAN NUYS,CA,5,20240526",43343
1756,"CONWAY,SC,18,20240629",43366
1757,"HONOLULU,HI,9,20221012",43388
1758,"PFLUGERVILLE,TX,17,20240404",43411
1759,"LOUISVILLE,KY,17,20240706",43439
1760,"LITTLE ROCK,AR,17,20240130",43465
1761,"VANCOUVER,WA,16,20240619",43492
1762,"LINCOLN,GA,17,20240617",43517
1763,"WESTON,WI,23,20151011",43540
1764,"LOWELLVILLE,OH,63,19820517",43562
1765,"BELLFLOWER,CA,16,20240518",43589
1766,"CLEARWATER,FL,14,20240620",43615
1767,"JACKSONVILLE,FL,18,20240615",43641
1768,"OXNARD,CA,16,20240501",43669
1769,"BELLFLOWER,CA,17,20240518",43691
1770,"MILWAUKEE,WI,17,20240627",43717
1771,"CORAL SPRINGS,FL,16,20240616",43742
1772,"DETROIT,MI,14,20240109",43771
1773,"PALMDALE,CA,17,20240108",43794
1774,"RIALTO,CA,17,20240531",43818
1775,"FLORENCE,AZ,17,20240624",43840
1776,"SIMI VALLEY,CA,19,20231104",43864
1777,"PHILADELPHIA,PA,16,20240617",43891
1778,"ASOTIN,WA,58,19790428",43919
1779,"SPRINGFIELD,OH,17,20230623",43941
1780,"MILWAUKEE,WI,17,20220623",43968
1781,"FORT LAUDERDALE,FL,17,20240623",43993
1782,"PALMETTO,FL,17,20240610",44024
1783,"NEW ALBANY,IN,17,20240520",44048
1784,"REPUBLIC,MO,16,20240624",44074
1785,"EL CAJON,CA,17,20230804",44098
1786,"BINGHAMTON,NY,18,20240508",44122
1787,"SAINT MARTINVILLE,LA,58,19860802",44148
1788,"CHATTANOOGA,TN,17,20240617",44181
